# libretro cheat filename -> N64 header key.
# Generated by tools/mkcheatkeys.py from the MATCH_* rows in src/menu/rom_info.c.
# Pure facts: a filename and three header fields. Regenerate rather than edit.
# region is the byte the filename says will sit at header 0x3E, where game_code
# ends in the ANY-region wildcard; mkcheatdb makes a second, narrower row of it.
# filename	game_code	version	check_code	region
In-Fisherman - Bass Hunter 64 (Europe)	NFH?	255	0x0000000000000000	P
In-Fisherman - Bass Hunter 64 (USA)	NFH?	255	0x0000000000000000	E
In-Fisherman Bass Hunter 64 (U)	NFH?	255	0x0000000000000000	E
Indiana Jones and the Infernal Machine (USA)	NIJ?	255	0x0000000000000000	E
Indy Racing 2000 (U)	NIC?	255	0x0000000000000000	E
Indy Racing 2000 (USA)	NIC?	255	0x0000000000000000	E
International Superstar Soccer '98 (Europe)	NWS?	255	0x0000000000000000	P
International Superstar Soccer '98 (USA)	NWS?	255	0x0000000000000000	E
International Superstar Soccer 2000 (Europe) (En,De)	NIS?	255	0x0000000000000000	P
International Superstar Soccer 2000 (Europe) (Fr,It)	NIS?	255	0x0000000000000000	P
International Superstar Soccer 2000 (USA) (En,Es)	NIS?	255	0x0000000000000000	E
International Superstar Soccer 64 (E)	NJP?	255	0x0000000000000000	P
International Superstar Soccer 64 (Europe)	NJP?	255	0x0000000000000000	P
International Superstar Soccer 64 (USA)	NJP?	255	0x0000000000000000	E
International Superstar Soccer 98 (E)	NWS?	255	0x0000000000000000	P
JET FORCE GEMINI	NJF?	255	0x0000000000000000	
Jeremy McGrath Supercross 2000 (Europe)	NCO?	255	0x0000000000000000	P
Jeremy McGrath Supercross 2000 (U)	NCO?	255	0x0000000000000000	E
Jeremy McGrath Supercross 2000 (USA)	NCO?	255	0x0000000000000000	E
Jet Force Gemini (Europe) (En,Fr,De,Es)	NJF?	255	0x0000000000000000	P
Jet Force Gemini (U)	NJF?	255	0x0000000000000000	E
Jet Force Gemini (USA)	NJF?	255	0x0000000000000000	E
Jikkyou J.League 1999 - Perfect Striker 2 (Japan)	NPS?	255	0x0000000000000000	J
Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan) (Rev 1)	NPE?	1	0x0000000000000000	J
Jikkyou Powerful Pro Yakyuu - Basic Ban 2001 (Japan)	NPE?	255	0x0000000000000000	J
Jikkyou Powerful Pro Yakyuu 2000 (Japan) (Rev 1)	NPA?	1	0x0000000000000000	J
Jikkyou Powerful Pro Yakyuu 2000 (Japan)	NPA?	255	0x0000000000000000	J
Jikkyou World Soccer 3 (Japan)	NJ3?	255	0x0000000000000000	J
Kakutou Denshou - F-Cup Maniax (Japan)	NFY?	255	0x0000000000000000	J
Ken Griffey Jr.'s Slugfest (USA)	NKJ?	255	0x0000000000000000	E
Ken Griffey Jr.s Slugfest (U)	NKJ?	255	0x0000000000000000	E
Killer Instinct Gold (E)	NKI?	255	0x0000000000000000	P
Killer Instinct Gold (Europe)	NKI?	255	0x0000000000000000	P
Killer Instinct Gold (U) (v1.0)	NKI?	0	0x0000000000000000	E
Killer Instinct Gold (USA) (Rev 1)	NKI?	1	0x0000000000000000	E
Killer Instinct Gold (USA) (Rev 2)	NKI?	2	0x0000000000000000	E
Killer Instinct Gold (USA)	NKI?	255	0x0000000000000000	E
Knife Edge - Nose Gunner (E)	NKE?	255	0x0000000000000000	P
Knife Edge - Nose Gunner (Europe)	NKE?	255	0x0000000000000000	P
Knife Edge - Nose Gunner (Japan)	NKE?	255	0x0000000000000000	J
Knife Edge - Nose Gunner (U)	NKE?	255	0x0000000000000000	E
Knife Edge - Nose Gunner (USA)	NKE?	255	0x0000000000000000	E
Knockout Kings 2000 (E)	NKK?	255	0x0000000000000000	P
Knockout Kings 2000 (Europe)	NKK?	255	0x0000000000000000	P
Knockout Kings 2000 (U)	NKK?	255	0x0000000000000000	E
Knockout Kings 2000 (USA)	NKK?	255	0x0000000000000000	E
Kobe Bryant in NBA Courtside (USA)	NNB?	255	0x0000000000000000	E
LEGO Racers (Europe) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)	NLG?	255	0x0000000000000000	P
LEGO Racers (U)	NLG?	255	0x0000000000000000	E
LEGO Racers (USA) (En,Fr,De,Es,It,Nl,Sv,No,Da,Fi)	NLG?	255	0x0000000000000000	E
Last Legion UX (Japan)	NLL?	255	0x0000000000000000	J
Legend of Zelda The - Majoras Mask (E) (M4) (v1.0)	NZS?	0	0x0000000000000000	P
Legend of Zelda The - Majoras Mask (E) (M4) (v1.1)	NZS?	1	0x0000000000000000	P
Legend of Zelda The - Majoras Mask (U) (GC Version)	NZS?	255	0x0000000000000000	E
Legend of Zelda The - Ocarina of Time (E) (GC Version)	NZL?	255	0x0000000000000000	P
Legend of Zelda The - Ocarina of Time (E) (V1.0)	NZL?	0	0x0000000000000000	P
Legend of Zelda The - Ocarina of Time (E) (V1.1)	NZL?	1	0x0000000000000000	P
Legend of Zelda The - Ocarina of Time (U) (V1.0)	CZL?	0	0x0000000000000000	E
Legend of Zelda The - Ocarina of Time (U) (V1.1)	CZL?	1	0x0000000000000000	E
Legend of Zelda The - Ocarina of Time (U) (V1.2)	CZL?	2	0x0000000000000000	E
Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Debug Version)	NZS?	255	0x0000000000000000	P
Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es) (Rev 1)	NZS?	1	0x0000000000000000	P
Legend of Zelda, The - Majora's Mask (Europe) (En,Fr,De,Es)	NZS?	255	0x0000000000000000	P
Legend of Zelda, The - Majora's Mask (Europe) (GameCube Edition)	NZS?	255	0x0000000000000000	P
Legend of Zelda, The - Majora's Mask (Europe) (GameCube)	NZS?	255	0x0000000000000000	P
Legend of Zelda, The - Majora's Mask (USA) (GameCube Edition)	NZS?	255	0x0000000000000000	E
Legend of Zelda, The - Majora's Mask (USA) (GameCube)	NZS?	255	0x0000000000000000	E
Legend of Zelda, The - Majora's Mask (USA)	NZS?	255	0x0000000000000000	E
Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De) (Rev 1)	NZL?	1	0x0000000000000000	P
Legend of Zelda, The - Ocarina of Time (Europe) (En,Fr,De)	NZL?	255	0x0000000000000000	P
Legend of Zelda, The - Ocarina of Time (Europe) (GameCube Edition)	NZL?	255	0x0000000000000000	P
Legend of Zelda, The - Ocarina of Time (Europe) (GameCube)	NZL?	255	0x0000000000000000	P
Legend of Zelda, The - Ocarina of Time (USA) (GameCube Edition)	CZL?	255	0x0000000000000000	E
Legend of Zelda, The - Ocarina of Time (USA) (GameCube)	CZL?	255	0x0000000000000000	E
Legend of Zelda, The - Ocarina of Time (USA) (Rev 1)	CZL?	1	0x0000000000000000	E
Legend of Zelda, The - Ocarina of Time (USA) (Rev 2)	CZL?	2	0x0000000000000000	E
Legend of Zelda, The - Ocarina of Time (USA)	CZL?	255	0x0000000000000000	E
Lode Runner 3-D (E)	NLR?	255	0x0000000000000000	P
Lode Runner 3-D (Europe) (En,Fr,De,Es,It)	NLR?	255	0x0000000000000000	P
Lode Runner 3-D (Japan)	NLR?	255	0x0000000000000000	J
Lode Runner 3-D (USA)	NLR?	255	0x0000000000000000	E
Lode Runner 3D (U)	NLR?	255	0x0000000000000000	E
MISSION IMPOSSIBLE	NMI?	255	0x0000000000000000	
Madden Football 64 (Europe)	N8M?	255	0x0000000000000000	P
Madden Football 64 (U)	N8M?	255	0x0000000000000000	E
Madden Football 64 (USA)	N8M?	255	0x0000000000000000	E
Magical Tetris Challenge (U)	NMT?	255	0x0000000000000000	E
Magical Tetris Challenge (USA)	NMT?	255	0x0000000000000000	E
Major League Baseball featuring Ken Griffey Jr. (Australia)	NKG?	255	0x0000000000000000	U
Major League Baseball featuring Ken Griffey Jr. (USA)	NKG?	255	0x0000000000000000	E
Mario Golf 64 (J) [!]	NMF?	255	0x0000000000000000	J
Mario Golf 64 (Japan) (Rev 1)	NMF?	1	0x0000000000000000	J
Mario Golf 64 (Japan)	NMF?	255	0x0000000000000000	J
Mario Kart 64 (E) (V1.0)	NKT?	0	0x0000000000000000	P
Mario Kart 64 (E) (V1.1)	NKT?	1	0x0000000000000000	P
Mario Kart 64 (Europe) (Rev 1)	NKT?	1	0x0000000000000000	P
Mario Kart 64 (Europe)	NKT?	255	0x0000000000000000	P
Mario Kart 64 (J) (1.0)	NKT?	255	0x0000000000000000	J
Mario Kart 64 (J) (1.1)	NKT?	255	0x0000000000000000	J
Mario Kart 64 (U)	NKT?	255	0x0000000000000000	E
Mario Kart 64 (USA)	NKT?	255	0x0000000000000000	E
Mario Party (E)	NLB?	255	0x0000000000000000	P
Mario Party (Europe) (En,Fr,De)	NLB?	255	0x0000000000000000	P
Mario Party (U)	CLB?	255	0x0000000000000000	E
Mario Party (USA)	CLB?	255	0x0000000000000000	E
Mario Party 2 (Europe) (En,Fr,De,Es,It)	NMW?	255	0x0000000000000000	P
Mario Party 2 (Japan)	NMW?	255	0x0000000000000000	J
Mario Party 2 (U)	NMW?	255	0x0000000000000000	E
Mario Party 2 (USA)	NMW?	255	0x0000000000000000	E
Mario Party 3 (E)	NMV?	255	0x0000000000000000	P
Mario Party 3 (Europe) (En,Fr,De,Es)	NMV?	255	0x0000000000000000	P
Mario Party 3 (Japan)	NMV?	255	0x0000000000000000	J
Mario Party 3 (U)	NMV?	255	0x0000000000000000	E
Mario Party 3 (USA)	NMV?	255	0x0000000000000000	E
Mario Tennis (Europe)	NM8?	255	0x0000000000000000	P
Mario Tennis (U)	NM8?	255	0x0000000000000000	E
Mario Tennis (USA)	NM8?	255	0x0000000000000000	E
MarioGolf64	NMF?	255	0x0000000000000000	
MarioTennis	NM8?	255	0x0000000000000000	
Mega Man 64 (U)	NM6?	255	0x0000000000000000	E
Mega Man 64 (USA) (Beta)	NM6?	255	0x0000000000000000	E
Mega Man 64 (USA)	NM6?	255	0x0000000000000000	E
Mia Hamm Soccer 64 (USA) (En,Es)	NHM?	255	0x0000000000000000	E
Michael Owen's WLS 2000 (Europe)	NWK?	255	0x0000000000000000	P
Mickey's Speedway USA (Europe) (En,Fr,De,Es,It)	NML?	255	0x0000000000000000	P
Mickey's Speedway USA (USA)	NML?	255	0x0000000000000000	E
Mickeys Speedway USA (U)	NML?	255	0x0000000000000000	E
Micro Machines 64 Turbo (E)	NV3?	255	0x0000000000000000	P
Micro Machines 64 Turbo (Europe) (En,Fr,De,Es,It)	NV3?	255	0x0000000000000000	P
Micro Machines 64 Turbo (U)	NV3?	255	0x0000000000000000	E
Midway's Greatest Arcade Hits - Volume 1 (USA)	NAI?	255	0x0000000000000000	E
Mike Piazza's Strike Zone (USA)	NMB?	255	0x0000000000000000	E
Mike Piazzas Strike Zone (U)	NMB?	255	0x0000000000000000	E
Milo's Astro Lanes (Europe)	NBR?	255	0x0000000000000000	P
Milo's Astro Lanes (USA)	NBR?	255	0x0000000000000000	E
Milos Astro Lanes (U)	NBR?	255	0x0000000000000000	E
Mischief Makers (Europe)	NTM?	255	0x0000000000000000	P
Mischief Makers (U)	NTM?	255	0x0000000000000000	E
Mischief Makers (USA) (Rev 1)	NTM?	1	0x0000000000000000	E
Mischief Makers (USA)	NTM?	255	0x0000000000000000	E
Mischief Makers	NTM?	255	0x0000000000000000	
Mission - Impossible (Europe)	NMI?	255	0x0000000000000000	P
Mission - Impossible (Italy)	NMI?	255	0x0000000000000000	I
Mission - Impossible (USA)	NMI?	255	0x0000000000000000	E
Mission Impossible (G)	NMI?	255	0x0000000000000000	D
Mission Impossible (I)	NMI?	255	0x0000000000000000	I
Mission Impossible (S)	NMI?	255	0x0000000000000000	S
Mission Impossible (U)	NMI?	255	0x0000000000000000	E
Monaco Grand Prix (USA)	NMG?	255	0x0000000000000000	E
Monopoly (U)	NMO?	255	0x0000000000000000	E
Monopoly (USA)	NMO?	255	0x0000000000000000	E
Monster Truck Madness 64 (U)	NM3?	255	0x0000000000000000	E
Monster Truck Madness 64 (USA)	NM3?	255	0x0000000000000000	E
Mortal Kombat 4 (E)	NM4?	255	0x0000000000000000	P
Mortal Kombat 4 (Europe)	NM4?	255	0x0000000000000000	P
Mortal Kombat 4 (U)	NM4?	255	0x0000000000000000	E
Mortal Kombat 4 (USA)	NM4?	255	0x0000000000000000	E
Mortal Kombat Mythologies - Sub-Zero (Europe)	NMY?	255	0x0000000000000000	P
Mortal Kombat Mythologies - Sub-Zero (U)	NMY?	255	0x0000000000000000	E
Mortal Kombat Mythologies - Sub-Zero (USA)	NMY?	255	0x0000000000000000	E
Ms. Pac-Man - Maze Madness (USA)	NP9?	255	0x0000000000000000	E
Ms. Pac-Man Maze Madness (U)	NP9?	255	0x0000000000000000	E
NASCAR 2000 (U)	NN2?	255	0x0000000000000000	E
NASCAR 2000 (USA)	NN2?	255	0x0000000000000000	E
NASCAR 99 (E)	N9C?	255	0x0000000000000000	P
NASCAR 99 (Europe) (En,Fr,De)	N9C?	255	0x0000000000000000	P
NASCAR 99 (U)	N9C?	255	0x0000000000000000	E
NASCAR 99 (USA)	N9C?	255	0x0000000000000000	E
NBA Courtside 2 featuring Kobe Bryant (USA)	NCK?	255	0x0000000000000000	E
NBA Hangtime (Europe)	NXG?	255	0x0000000000000000	P
NBA Hangtime (U)	NXG?	255	0x0000000000000000	E
NBA Hangtime (USA)	NXG?	255	0x0000000000000000	E
NBA In The Zone 98 (U)	NBA?	255	0x0000000000000000	E
NBA In The Zone 99 (U)	NB2?	255	0x0000000000000000	E
NBA JAM 2000	NJA?	255	0x0000000000000000	
NBA Jam 2000 (Europe)	NJA?	255	0x0000000000000000	P
NBA Jam 2000 (USA)	NJA?	255	0x0000000000000000	E
NBA Jam 99 (U)	NB9?	255	0x0000000000000000	E
NBA Jam 99 (USA)	NB9?	255	0x0000000000000000	E
NBA Live 2000 (U)	NNL?	255	0x0000000000000000	E
NBA Live 2000 (USA) (En,Fr,De,Es)	NNL?	255	0x0000000000000000	E
NBA Live 99 (USA) (En,Fr,De,Es,It)	N9B?	255	0x0000000000000000	E
NBA Showtime - NBA on NBC (USA)	NSO?	255	0x0000000000000000	E
NBA in the Zone '98 (USA)	NBA?	255	0x0000000000000000	E
NBA in the Zone '99 (USA)	NB2?	255	0x0000000000000000	E
NBA in the Zone 2000 (Europe)	NWZ?	255	0x0000000000000000	P
NBA in the Zone 2000 (USA)	NWZ?	255	0x0000000000000000	E
NFL Blitz (USA)	NBZ?	255	0x0000000000000000	E
NFL Blitz - Special Edition (USA)	NSZ?	255	0x0000000000000000	E
NFL Blitz 2000 (USA)	NBI?	255	0x0000000000000000	E
NFL Blitz 2001 (U)	NFB?	255	0x0000000000000000	E
NFL Blitz 2001 (USA)	NFB?	255	0x0000000000000000	E
NFL Quarterback Club 2000 (Europe)	NQB?	255	0x0000000000000000	P
NFL Quarterback Club 2000 (U)	NQB?	255	0x0000000000000000	E
NFL Quarterback Club 2000 (USA)	NQB?	255	0x0000000000000000	E
NFL Quarterback Club 2001 (U)	NQC?	255	0x0000000000000000	E
NFL Quarterback Club 98 (Europe)	NQ8?	255	0x0000000000000000	P
NFL Quarterback Club 98 (USA)	NQ8?	255	0x0000000000000000	E
NFL Quarterback Club 99 (Europe)	NQ9?	255	0x0000000000000000	P
NFL Quarterback Club 99 (U)	NQ9?	255	0x0000000000000000	E
NFL Quarterback Club 99 (USA)	NQ9?	255	0x0000000000000000	E
NHL 99 (USA)	N9H?	255	0x0000000000000000	E
NHL Blades Of Steel 99 (U)	NHO?	255	0x0000000000000000	E
NHL Blades of Steel '99 (USA)	NHO?	255	0x0000000000000000	E
NHL Breakaway 98 (E)	NHL?	255	0x0000000000000000	P
NHL Breakaway 98 (Europe)	NHL?	255	0x0000000000000000	P
NHL Breakaway 98 (U)	NHL?	255	0x0000000000000000	E
NHL Breakaway 98 (USA)	NHL?	255	0x0000000000000000	E
NHL Breakaway 99 (Europe)	NH9?	255	0x0000000000000000	P
NHL Breakaway 99 (USA)	NH9?	255	0x0000000000000000	E
Nagano Winter Olympics '98 (Europe)	NH5?	255	0x0000000000000000	P
Nagano Winter Olympics '98 (USA)	NH5?	255	0x0000000000000000	E
Nagano Winter Olympics 98 (U)	NH5?	255	0x0000000000000000	E
Namco Museum 64 (U)	NNM?	255	0x0000000000000000	E
Namco Museum 64 (USA)	NNM?	255	0x0000000000000000	E
Neon Genesis Evangelion (J)	NEV?	255	0x0000000000000000	J
Neon Genesis Evangelion (Japan)	NEV?	255	0x0000000000000000	J
New Tetris The (U)	NRI?	255	0x0000000000000000	E
New Tetris, The (Europe)	NRI?	255	0x0000000000000000	P
New Tetris, The (USA)	NRI?	255	0x0000000000000000	E
Nightmare Creatures (U)	NNC?	255	0x0000000000000000	E
Nightmare Creatures (USA)	NNC?	255	0x0000000000000000	E
Nuclear Strike 64 (E)	NCE?	255	0x0000000000000000	P
Nuclear Strike 64 (Europe) (En,Fr)	NCE?	255	0x0000000000000000	P
Nuclear Strike 64 (Germany)	NCE?	255	0x0000000000000000	D
Nuclear Strike 64 (U)	NCE?	255	0x0000000000000000	E
Nuclear Strike 64 (USA)	NCE?	255	0x0000000000000000	E
O.D.T (Or Die Trying) (E) (M5) (Unreleased Final)	NTD?	255	0x0000000000000000	P
O.D.T (Or Die Trying) (U) (M3) (Unreleased Final)	NTD?	255	0x0000000000000000	E
O.D.T. (Europe) (En,Fr,De,Es,It) (Proto)	NTD?	255	0x0000000000000000	P
O.D.T. (USA) (En,Fr,Es) (Proto)	NTD?	255	0x0000000000000000	E
Off Road Challenge (E)	NOF?	255	0x0000000000000000	P
Off Road Challenge (U)	NOF?	255	0x0000000000000000	E
Off Road Challenge (USA)	NOF?	255	0x0000000000000000	E
Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1)	NOB?	1	0x0000000000000000	J
Ogre Battle 64 - Person of Lordly Caliber (U)	NOB?	255	0x0000000000000000	E
Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev 1)	NOB?	1	0x0000000000000000	E
Ogre Battle 64 - Person of Lordly Caliber (USA)	NOB?	255	0x0000000000000000	E
Onegai Monsters (Japan)	NOM?	255	0x0000000000000000	J
PAPER MARIO	NMQ?	255	0x0000000000000000	
PD Ultraman Battle Collection 64 (Japan)	NUB?	255	0x0000000000000000	J
PGA European Tour (U)	NEA?	255	0x0000000000000000	E
PGA European Tour (USA)	NEA?	255	0x0000000000000000	E
POKEMON SNAP	NPF?	255	0x0000000000000000	
Paper Mario (Europe) (En,Fr,De,Es)	NMQ?	255	0x0000000000000000	P
Paper Mario (U)	NMQ?	255	0x0000000000000000	E
Paper Mario (USA)	NMQ?	255	0x0000000000000000	E
Paperboy (Europe)	NYP?	255	0x0000000000000000	P
Paperboy (U)	NYP?	255	0x0000000000000000	E
Paperboy (USA)	NYP?	255	0x0000000000000000	E
Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan)	NPP?	255	0x0000000000000000	J
Penny Racers (E)	NCR?	255	0x0000000000000000	P
Penny Racers (Europe)	NCR?	255	0x0000000000000000	P
Penny Racers (U)	NCR?	255	0x0000000000000000	E
Penny Racers (USA)	NCR?	255	0x0000000000000000	E
Perfect Dark (J)	NPDJ	255	0x0000000000000000	
Perfect Dark (U) (v1.0)	NPD?	0	0x0000000000000000	E
Perfect Dark (U) (v1.1)	NPD?	1	0x0000000000000000	E
Perfect Dark (USA) (Rev 1)	NPD?	1	0x0000000000000000	E
Perfect Dark (USA)	NPD?	255	0x0000000000000000	E
Pilot Wings64 (U)	NPW?	255	0x0000000000000000	E
Pilot Wings64	NPW?	255	0x0000000000000000	
Pilotwings 64 (Europe) (En,Fr,De)	NPW?	255	0x0000000000000000	P
Pilotwings 64 (Japan)	NPW?	255	0x0000000000000000	J
Pilotwings 64 (USA)	NPW?	255	0x0000000000000000	E
Pokemon Puzzle League (Europe)	NPN?	255	0x0000000000000000	P
Pokemon Puzzle League (France)	NPN?	255	0x0000000000000000	F
Pokemon Puzzle League (Germany)	NPN?	255	0x0000000000000000	D
Pokemon Puzzle League (USA)	NPN?	255	0x0000000000000000	E
Pokemon Snap (A)	NPF?	255	0x0000000000000000	U
Pokemon Snap (Australia)	NPF?	255	0x0000000000000000	U
Pokemon Snap (Europe)	NPF?	255	0x0000000000000000	P
Pokemon Snap (F)	NPF?	255	0x0000000000000000	F
Pokemon Snap (France)	NPF?	255	0x0000000000000000	F
Pokemon Snap (G)	NPF?	255	0x0000000000000000	D
Pokemon Snap (Germany)	NPF?	255	0x0000000000000000	D
Pokemon Snap (I)	NPF?	255	0x0000000000000000	I
Pokemon Snap (Italy)	NPF?	255	0x0000000000000000	I
Pokemon Snap (S)	NPF?	255	0x0000000000000000	S
Pokemon Snap (Spain)	NPF?	255	0x0000000000000000	S
Pokemon Snap (U)	NPF?	255	0x0000000000000000	E
Pokemon Snap (USA)	NPF?	255	0x0000000000000000	E
Pokemon Stadium (E)	NPO?	255	0x0000000000000000	P
Pokemon Stadium (Europe) (Rev 1)	NPO?	1	0x0000000000000000	P
Pokemon Stadium (Europe)	NPO?	255	0x0000000000000000	P
Pokemon Stadium (France)	NPO?	255	0x0000000000000000	F
Pokemon Stadium (Germany)	NPO?	255	0x0000000000000000	D
Pokemon Stadium (Italy)	NPO?	255	0x0000000000000000	I
Pokemon Stadium (Japan)	NPO?	255	0x0000000000000000	J
Pokemon Stadium (Spain)	NPO?	255	0x0000000000000000	S
Pokemon Stadium (U)	NPO?	255	0x0000000000000000	E
Pokemon Stadium (USA) (Rev A)	NPO?	255	0x0000000000000000	E
Pokemon Stadium (USA) (Rev B)	NPO?	255	0x0000000000000000	E
Pokemon Stadium (USA)	NPO?	255	0x0000000000000000	E
Pokemon Stadium 2 (E)	NP3?	255	0x0000000000000000	P
Pokemon Stadium 2 (Europe)	NP3?	255	0x0000000000000000	P
Pokemon Stadium 2 (France)	NP3?	255	0x0000000000000000	F
Pokemon Stadium 2 (Germany)	NP3?	255	0x0000000000000000	D
Pokemon Stadium 2 (Italy)	NP3?	255	0x0000000000000000	I
Pokemon Stadium 2 (Japan)	NP3?	255	0x0000000000000000	J
Pokemon Stadium 2 (Spain)	NP3?	255	0x0000000000000000	S
Pokemon Stadium 2 (U)	NP3?	255	0x0000000000000000	E
Pokemon Stadium 2 (USA)	NP3?	255	0x0000000000000000	E
Polaris SnoCross (USA)	NPX?	255	0x0000000000000000	E
Power Rangers - Lightspeed Rescue (Europe)	NPU?	255	0x0000000000000000	P
Power Rangers - Lightspeed Rescue (U)	NPU?	255	0x0000000000000000	E
Power Rangers - Lightspeed Rescue (USA)	NPU?	255	0x0000000000000000	E
Premier Manager 64 (Europe)	NPM?	255	0x0000000000000000	P
Puyo Puyo Sun 64 (J)	NPY?	255	0x0000000000000000	J
Puyo Puyo Sun 64 (Japan)	NPY?	255	0x0000000000000000	J
Puzzle Bobble 64 (Japan)	NPB?	255	0x0000000000000000	J
Quake 64 (E)	NQK?	255	0x0000000000000000	P
Quest 64 (U)	NET?	255	0x0000000000000000	E
Quest 64 (USA)	NET?	255	0x0000000000000000	E
ROAD RASH 64	NRO?	255	0x0000000000000000	
ROADSTERS TROPHY	NRR?	255	0x0000000000000000	
Rakuga Kids (E)	NKR?	255	0x0000000000000000	P
Rakuga Kids (J)	NKR?	255	0x0000000000000000	J
Rakugakids (Japan)	NKR?	255	0x0000000000000000	J
Rally Challenge 2000 (U)	NWQ?	255	0x0000000000000000	E
Rally Challenge 2000 (USA)	NWQ?	255	0x0000000000000000	E
Rampage - World Tour (U)	NRP?	255	0x0000000000000000	E
Rampage - World Tour (USA)	NRP?	255	0x0000000000000000	E
Rampage 2 - Universal Tour (USA)	N2P?	255	0x0000000000000000	E
Rampage 2 Universal Tour (U)	N2P?	255	0x0000000000000000	E
Rat Attack (Europe) (En,Fr,De,Es,It,Nl)	NRT?	255	0x0000000000000000	P
Rat Attack (U)	NRT?	255	0x0000000000000000	E
Rat Attack! (USA) (En,Fr,De,Es,It,Nl)	NRT?	255	0x0000000000000000	E
Rayman 2 - The Great Escape (Europe) (En,Fr,De,Es,It)	NY2?	255	0x0000000000000000	P
Rayman 2 - The Great Escape (USA) (En,Fr,De,Es,It)	NY2?	255	0x0000000000000000	E
Rayman 2 The Great Escape (U)	NY2?	255	0x0000000000000000	E
Rayman2 The Great Escape (E)	NY2?	255	0x0000000000000000	P
Razor Freestyle Scooter (U)	NFQ?	255	0x0000000000000000	E
Razor Freestyle Scooter (USA)	NFQ?	255	0x0000000000000000	E
Re-Volt (E)	NRV?	255	0x0000000000000000	P
Re-Volt (Europe) (En,Fr,De,Es)	NRV?	255	0x0000000000000000	P
Re-Volt (U)	NRV?	255	0x0000000000000000	E
Re-Volt (USA)	NRV?	255	0x0000000000000000	E
Ready 2 Rumble Boxing (E)	NRD?	255	0x0000000000000000	P
Ready 2 Rumble Boxing (Europe) (En,Fr,De)	NRD?	255	0x0000000000000000	P
Ready 2 Rumble Boxing (U)	NRD?	255	0x0000000000000000	E
Ready 2 Rumble Boxing (USA)	NRD?	255	0x0000000000000000	E
Ready 2 Rumble Boxing - Round 2 (USA)	N22?	255	0x0000000000000000	E
Ready 2 Rumble Boxing Round 2 (U)	N22?	255	0x0000000000000000	E
Resident Evil 2 (E)	NRE?	255	0x0000000000000000	P
Resident Evil 2 (Europe) (En,Fr)	NRE?	255	0x0000000000000000	P
Resident Evil 2 (U)	NRE?	255	0x0000000000000000	E
Resident Evil 2 (USA) (Rev 1)	NRE?	1	0x0000000000000000	E
Resident Evil 2 (USA)	NRE?	255	0x0000000000000000	E
Road Rash 64 (E)	NRO?	255	0x0000000000000000	P
Road Rash 64 (Europe)	NRO?	255	0x0000000000000000	P
Road Rash 64 (USA)	NRO?	255	0x0000000000000000	E
Roadsters Trophy (U) (M3)	NRR?	255	0x0000000000000000	E
Robot Poncots 64 - 7tsu no Umi no Caramel (Japan)	NR7?	255	0x0000000000000000	J
Robotron 64 (E)	NRX?	255	0x0000000000000000	P
Robotron 64 (Europe)	NRX?	255	0x0000000000000000	P
Robotron 64 (U)	NRX?	255	0x0000000000000000	E
Robotron 64 (USA)	NRX?	255	0x0000000000000000	E
Rocket - Robot on Wheels (E)	NSU?	255	0x0000000000000000	P
Rocket - Robot on Wheels (Europe) (En,Fr,De)	NSU?	255	0x0000000000000000	P
Rocket - Robot on Wheels (USA)	NSU?	255	0x0000000000000000	E
Rocket Robot On Wheels (U)	NSU?	255	0x0000000000000000	E
Rockman Dash - Hagane no Boukenshin (Japan)	NRH?	255	0x0000000000000000	J
Rugrats - Scavenger Hunt (USA)	NRG?	255	0x0000000000000000	E
Rugrats in Paris - The Movie (E)	NRK?	255	0x0000000000000000	P
Rugrats in Paris - The Movie (Europe)	NRK?	255	0x0000000000000000	P
Rugrats in Paris - The Movie (U)	NRK?	255	0x0000000000000000	E
Rugrats in Paris - The Movie (USA)	NRK?	255	0x0000000000000000	E
Rush 2 - Extreme Racing USA (Europe) (En,Fr,De,Es,It,Nl)	NR2?	255	0x0000000000000000	P
Rush 2 - Extreme Racing USA (U)	NR2?	255	0x0000000000000000	E
Rush 2 - Extreme Racing USA (USA)	NR2?	255	0x0000000000000000	E
S.C.A.R.S. (E)	NCS?	255	0x0000000000000000	P
S.C.A.R.S. (Europe) (En,Fr,De)	NCS?	255	0x0000000000000000	P
S.C.A.R.S. (USA)	NCS?	255	0x0000000000000000	E
SD Hiryuu no Ken Densetsu (Japan)	NDC?	255	0x0000000000000000	J
SUPER MARIO 64	NSM?	255	0x0000000000000000	
San Francisco Rush - Extreme Racing (E)	NSF?	255	0x0000000000000000	P
San Francisco Rush - Extreme Racing (Europe) (En,Fr,De)	NSF?	255	0x0000000000000000	P
San Francisco Rush - Extreme Racing (U)	NSF?	255	0x0000000000000000	E
San Francisco Rush - Extreme Racing (USA) (En,Fr,De)	NSF?	255	0x0000000000000000	E
